Nom;Adresse;TÈlÈphone;Site web;Zone;Trouble cognitif lÈger;Trouble cognitif sÈvËre;Bilanter;Orienter - Domicile;Orienter - Structures;Troubles du comportement|3;Pas díaidant, Èpuisement de líaidant|3;Maltraitance|3;Perte d'autonomie|2;Chute|2;DÈficit sensoriel gÈnants|1;Logement inadaptÈ|1;Faibles ressources Èconomiques|1;Isolement familial et gÈographique|1
Assistante sociale CCAS Besse et saint Anastaise;3 route de du chambourguet  63610 Besse et saint anastaise;04 73 79 81 50;www.besse-superbesse.fr/fr/information/78897/ccas;Clermont Ferrand;1;1;0;1;0;0;0;0;0;0;0;1;1;0
Assistante sociale CCAS Bourg Lastic;20 route de Clermont 63 048 Bourg Lastic;04 73 21 80 28;http://www.bourg-lastic.fr;Clermont Ferrand;1;1;1;0;0;0;0;1;0;0;0;1;1;1
Assistante sociale CCAS Bourg Lastic;20 route de Clermont 63 048 Bourg Lastic;04 73 21 80 28;http://www.bourg-lastic.fr;Clermont Ferrand;1;1;0;1;0;0;0;0;0;0;0;1;1;0
Assistante sociale CCAS Cebazat;Mairie, Cours des Perches 63118 Cebazat;04 73 16 30 3O;http://www.cebazat.fr/CCAS.html;Clermont Ferrand;1;1;1;0;0;0;0;1;0;0;0;1;1;1
Assistante sociale CCAS Cebazat;Mairie, Cours des Perches 63118 Cebazat;04 73 16 30 3O;http://www.cebazat.fr/CCAS.html;Clermont Ferrand;1;1;0;1;0;0;0;0;0;0;0;1;1;0
Assistante sociale CCAS Chamalières;CCAS, 17 avenue de Royat 63400 Chamalières;04 73 19 57 64;www.ville-chamalieres.fr/-Centre-Communal-d-Action-Sociale,98-.html;Clermont Ferrand;1;1;1;0;0;0;0;1;0;0;0;1;1;1
Assistante sociale CCAS Chamalières;CCAS, 17 avenue de Royat 63400 Chamalières;04 73 19 57 64;www.ville-chamalieres.fr/-Centre-Communal-d-Action-Sociale,98-.html;Clermont Ferrand;1;1;0;1;0;0;0;0;0;0;0;1;1;0
Assistante sociale CCAS Charensat;Le bourg,  63640 Charensat ;04 73 52 24 83;www.charensat.fr/;Clermont Ferrand;1;1;1;0;0;0;0;1;0;0;0;1;1;1
Assistante sociale CCAS Charensat;Le bourg,  63640 Charensat ;04 73 52 24 83;www.charensat.fr/;Clermont Ferrand;1;1;0;1;0;0;0;0;0;0;0;1;1;0
Assistante sociale CCAS Clermont Ferrand;1 rue saint vincent de Paul  63000 Clermont-Ferrand;04 73 98 07 98;www.clermont-ferrand.fr/2-le-ccas;Clermont Ferrand;1;1;1;0;0;0;0;1;0;0;0;1;1;1
Assistante sociale CCAS Clermont Ferrand;1 rue saint vincent de Paul  63000 Clermont-Ferrand;04 73 98 07 98;www.clermont-ferrand.fr/2-le-ccas;Clermont Ferrand;1;1;0;1;0;0;0;0;0;0;0;1;1;0
Assistante sociale CCAS Coeur de Combrailles;rue Etienne Maison 63390 Saint Gervais d'Auvergne;04 73 85 83 23;mairie-saintgervaisauvergne.fr;Clermont Ferrand;1;1;1;0;0;0;0;1;0;0;0;1;1;1
Assistante sociale CCAS Coeur de Combrailles;rue Etienne Maison 63390 Saint Gervais d'Auvergne;04 73 85 83 23;mairie-saintgervaisauvergne.fr;Clermont Ferrand;1;1;0;1;0;0;0;0;0;0;0;1;1;0
Assistante sociale CCAS Combronde;6 rue de l'hotel de Ville 63460 Combronde;04 73 97 10 25;acombronde.chez.com;Clermont Ferrand;1;1;1;0;0;0;0;1;0;0;0;1;1;1
Assistante sociale CCAS Combronde;6 rue de l'hotel de Ville 63460 Combronde;04 73 97 10 25;acombronde.chez.com;Clermont Ferrand;1;1;0;1;0;0;0;0;0;0;0;1;1;0
Assistante sociale CCAS Cournon d'Auvergne;Maison des citoyens, 15 impasse des DÙmes 63800 Cournon;04 73 84 68 79;www.cournon-auvergne.fr/Solidarite/Centre-Communal-d-Action-Sociale;Clermont Ferrand;1;1;1;0;0;0;0;1;0;0;0;1;1;1
Assistante sociale CCAS Cournon d'Auvergne;Maison des citoyens, 15 impasse des DÙmes 63800 Cournon;04 73 84 68 79;www.cournon-auvergne.fr/Solidarite/Centre-Communal-d-Action-Sociale;Clermont Ferrand;1;1;0;1;0;0;0;0;0;0;0;1;1;0
Assistante sociale CCAS DURTOL;Mairie, Square Charles Sabourin 63830 Durtol;04 73 37 37 06;www.durtol.fr/ccas-durtol-puy-de-dome_fr.html;Clermont Ferrand;1;1;1;0;0;0;0;1;0;0;0;1;1;1
Assistante sociale CCAS DURTOL;Mairie, Square Charles Sabourin 63830 Durtol;04 73 37 37 06;www.durtol.fr/ccas-durtol-puy-de-dome_fr.html;Clermont Ferrand;1;1;0;1;0;0;0;0;0;0;0;1;1;0
Assistante sociale CCAS Gerzat;CCAS , place de la libertÈ 63360 Gerzat;04 73  23 55 46;www.ville-gerzat.fr/laction-sociale-a-gerzat;Clermont Ferrand;1;1;1;0;0;0;0;1;0;0;0;1;1;1
Assistante sociale CCAS Gerzat;CCAS , place de la libertÈ 63360 Gerzat;04 73  23 55 46;www.ville-gerzat.fr/laction-sociale-a-gerzat;Clermont Ferrand;1;1;0;1;0;0;0;0;0;0;0;1;1;0
Assistante sociale CCAS Giat;Mairie rue de l'hotel de ville, 63620 GIAT;04 73 21 71 67;www.mairie-giat.fr;Clermont Ferrand;1;1;1;0;0;0;0;1;0;0;0;1;1;1
Assistante sociale CCAS Giat;Mairie rue de l'hotel de ville, 63620 GIAT;04 73 21 71 67;www.mairie-giat.fr;Clermont Ferrand;1;1;0;1;0;0;0;0;0;0;0;1;1;0
Assistante sociale CCAS La Monnerie le Montel;avenue du stade, 63650 La monnerie-le-Montel;04 73 51 49 52;www.lamonnerie-lemontel.fr;Clermont Ferrand;1;1;1;0;0;0;0;1;0;0;0;1;1;1
Assistante sociale CCAS La Monnerie le Montel;avenue du stade, 63650 La monnerie-le-Montel;04 73 51 49 52;www.lamonnerie-lemontel.fr;Clermont Ferrand;1;1;0;1;0;0;0;0;0;0;0;1;1;0
Assistante sociale CCAS La Roche Blanche;1 rue de la mairie, 63670 La roche Blanche;04 73 79 40 09;www.mairie-larocheblanche.fr/social-sante-solidarite/ccas/;Clermont Ferrand;1;1;1;0;0;0;0;1;0;0;0;1;1;1
Assistante sociale CCAS La Roche Blanche;1 rue de la mairie, 63670 La roche Blanche;04 73 79 40 09;www.mairie-larocheblanche.fr/social-sante-solidarite/ccas/;Clermont Ferrand;1;1;0;1;0;0;0;0;0;0;0;1;1;0
Assistante sociale CCAS Le Brueil sur Couze;2 Place de la Gare, 63340 Le Breuil-sur-Couze;04 73 71 61 09;www.lebreuilsurcouze.fr/fr/information/49917/action-sociale;Clermont Ferrand;1;1;1;0;0;0;0;1;0;0;0;1;1;1
Assistante sociale CCAS Le Brueil sur Couze;2 Place de la Gare, 63340 Le Breuil-sur-Couze;04 73 71 61 09;www.lebreuilsurcouze.fr/fr/information/49917/action-sociale;Clermont Ferrand;1;1;0;1;0;0;0;0;0;0;0;1;1;0
Assistante sociale CCAS Le cendre;5 Rue Maryse BastiÈ, 63670 Le Cendre;04 73 69 91 97;www.lecendre.fr/Centre-Communal-d-Action-Social.html;Clermont Ferrand;1;1;1;0;0;0;0;1;0;0;0;1;1;1
Assistante sociale CCAS Le cendre;5 Rue Maryse BastiÈ, 63670 Le Cendre;04 73 69 91 97;www.lecendre.fr/Centre-Communal-d-Action-Social.html;Clermont Ferrand;1;1;0;1;0;0;0;0;0;0;0;1;1;0
Assistante sociale CCAS Lempdes;CCAS , 3 rue de la rÈserve 63370 Lempdes;04 73 83 74 70;www.ville-lempdes.fr/seniors/;Clermont Ferrand;1;1;1;0;0;0;0;1;0;0;0;1;1;1
Assistante sociale CCAS Lempdes;CCAS , 3 rue de la rÈserve 63370 Lempdes;04 73 83 74 70;www.ville-lempdes.fr/seniors/;Clermont Ferrand;1;1;0;1;0;0;0;0;0;0;0;1;1;0
Assistante sociale CCAS Martres de Veyre;Place Alphonse-Quinsat, 63730 Les Martres-de-Veyre;04 73 39 90 75;www.mairie-lesmartresdeveyre.fr/fr/information/65043/ccas;Clermont Ferrand;1;1;1;0;0;0;0;1;0;0;0;1;1;1
Assistante sociale CCAS Martres de Veyre;Place Alphonse-Quinsat, 63730 Les Martres-de-Veyre;04 73 39 90 75;www.mairie-lesmartresdeveyre.fr/fr/information/65043/ccas;Clermont Ferrand;1;1;0;1;0;0;0;0;0;0;0;1;1;0
Assistante sociale CCAS Nohanent;Mairie, 2 Route de Durtol 63830 Nohanent; 04 73 62 80 21;;Clermont Ferrand;1;1;1;0;0;0;0;1;0;0;0;1;1;1
Assistante sociale CCAS Nohanent;Mairie, 2 Route de Durtol 63830 Nohanent; 04 73 62 80 21;;Clermont Ferrand;1;1;0;1;0;0;0;0;0;0;0;1;1;0
Assistante sociale CCAS Orcet;11 place Henri Romeuf, 63 670 Orcet;04 73 84 73 17;www.orcet.com/fr/information/65367/le-ccas;Clermont Ferrand;1;1;1;0;0;0;0;1;0;0;0;1;1;1
Assistante sociale CCAS Orcet;11 place Henri Romeuf, 63 670 Orcet;04 73 84 73 17;www.orcet.com/fr/information/65367/le-ccas;Clermont Ferrand;1;1;0;1;0;0;0;0;0;0;0;1;1;0
Assistante sociale CCAS Palladuc;Mairie, Le bourg  63550 Palladuc;04 73 94 32 41;www.commune-palladuc.fr;Clermont Ferrand;1;1;1;0;0;0;0;1;0;0;0;1;1;1
Assistante sociale CCAS Palladuc;Mairie, Le bourg  63550 Palladuc;04 73 94 32 41;www.commune-palladuc.fr;Clermont Ferrand;1;1;0;1;0;0;0;0;0;0;0;1;1;0
Assistante sociale CCAS Perignat sur Allier;3 place Onslow, 63800 Perignat sur allier;04 73 69 52 54;www.perignat-les-sarlieve.fr/fr/ccas.php;Clermont Ferrand;1;1;1;0;0;0;0;1;0;0;0;1;1;1
Assistante sociale CCAS Perignat sur Allier;3 place Onslow, 63800 Perignat sur allier;04 73 69 52 54;www.perignat-les-sarlieve.fr/fr/ccas.php;Clermont Ferrand;1;1;0;1;0;0;0;0;0;0;0;1;1;0
Assistante sociale CCAS Pont du Ch_teau;CCAS , place de l'hotel de ville  63430 Pont du Chateau;04 73 83 73 59;www.pontduchateau.fr/article/action-sociale;Clermont Ferrand;1;1;0;1;0;0;0;0;0;0;0;1;1;0
Assistante sociale CCAS Pont du Ch‚teau;CCAS , place de l'hotel de ville  63430 Pont du Chateau;04 73 83 73 59;www.pontduchateau.fr/article/action-sociale;Clermont Ferrand;1;1;1;0;0;0;0;1;0;0;0;1;1;1
Assistante sociale CCAS Pontgibaud;5 rue du frËre Genestier, 63230 Pontgibaud;04 73 88 70 42;www.ccpsv.fr/page_id=63;Clermont Ferrand;1;1;1;0;0;0;0;1;0;0;0;1;1;1
Assistante sociale CCAS Pontgibaud;5 rue du frËre Genestier, 63230 Pontgibaud;04 73 88 70 42;www.ccpsv.fr/page_id=63;Clermont Ferrand;1;1;0;1;0;0;0;0;0;0;0;1;1;0
Assistante sociale CCAS Puy Guillaume;1 place Jean JaurËs BP 27 63290 Puy Guillaume;04 73 94 70 49;www.puy-guillaume.fr/fr/information/78880/centre-social-maison-roche;Clermont Ferrand;1;1;1;0;0;0;0;1;0;0;0;1;1;1
Assistante sociale CCAS Puy Guillaume;1 place Jean JaurËs BP 27 63290 Puy Guillaume;04 73 94 70 49;www.puy-guillaume.fr/fr/information/78880/centre-social-maison-roche;Clermont Ferrand;1;1;0;1;0;0;0;0;0;0;0;1;1;0
Assistante sociale CCAS Riom;15 rue du docteur Ducher 63200 Riom;04 73 33 49 00;www.ville-Riom.fr;Clermont Ferrand;1;1;1;0;0;0;0;1;0;0;0;1;1;1
Assistante sociale CCAS Riom;15 rue du docteur Ducher 63200 Riom;04 73 33 49 00;www.ville-Riom.fr;Clermont Ferrand;1;1;0;1;0;0;0;0;0;0;0;1;1;0
Assistante sociale CCAS Romagnat;3 rue des four ‡ Chaux 63540 Romagnat;04 73 62 63 00;www.ville-romagnat.fr/centre_social.aspx;Clermont Ferrand;1;1;1;0;0;0;0;1;0;0;0;1;1;1
Assistante sociale CCAS Romagnat;3 rue des four ‡ Chaux 63540 Romagnat;04 73 62 63 00;www.ville-romagnat.fr/centre_social.aspx;Clermont Ferrand;1;1;0;1;0;0;0;0;0;0;0;1;1;0
Assistante sociale CCAS Royat;CCAS, 46 boulevard Barrieu 63130 Royat;04 73 29 50 83;www.royat.fr/fr/centre-communal-d-action-social-36.php;Clermont Ferrand;1;1;1;0;0;0;0;1;0;0;0;1;1;1
Assistante sociale CCAS Royat;CCAS, 46 boulevard Barrieu 63130 Royat;04 73 29 50 83;www.royat.fr/fr/centre-communal-d-action-social-36.php;Clermont Ferrand;1;1;0;1;0;0;0;0;0;0;0;1;1;0
Assistante sociale CCAS Saint Amand Tallende;Place du Docteur Darteyre, 63450 Saint Amant Tallende;04 73  39 30 20;www.saintamanttallende.fr;Clermont Ferrand;1;1;1;0;0;0;0;1;0;0;0;1;1;1
Assistante sociale CCAS Saint Amand Tallende;Place du Docteur Darteyre, 63450 Saint Amant Tallende;04 73  39 30 20;www.saintamanttallende.fr;Clermont Ferrand;1;1;0;1;0;0;0;0;0;0;0;1;1;0
Assistante sociale CCAS Saint Antheme;Route de Montbrison 63319 Saint Antheme;04 73 95 40 20;www.saint-antheme.fr;Clermont Ferrand;1;1;1;0;0;0;0;1;0;0;0;1;1;1
Assistante sociale CCAS Saint Antheme;Route de Montbrison 63319 Saint Antheme;04 73 95 40 20;www.saint-antheme.fr;Clermont Ferrand;1;1;1;0;0;0;0;1;0;0;0;1;1;1
Assistante sociale CCAS Saint Antheme;Route de Montbrison 63319 Saint Antheme;04 73 95 40 20;www.saint-antheme.fr;Clermont Ferrand;1;1;0;1;0;0;0;0;0;0;0;1;1;0
Assistante sociale CCAS Saint Antheme;Route de Montbrison 63319 Saint Antheme;04 73 95 40 20;www.saint-antheme.fr;Clermont Ferrand;1;1;0;1;0;0;0;0;0;0;0;1;1;0
Assistante sociale CCAS Saint Diery;Saint Diery haut 63320 Saint Diery;04 73 96 30 09;www.cc-massifdusancy.fr;Clermont Ferrand;1;1;1;0;0;0;0;1;0;0;0;1;1;1
Assistante sociale CCAS Saint Diery;Saint Diery haut 63320 Saint Diery;04 73 96 30 09;www.cc-massifdusancy.fr;Clermont Ferrand;1;1;0;1;0;0;0;0;0;0;0;1;1;0
Assistante sociale CCAS Saint Eloy les mines;place Michel duval, 63700 Saint Eloy Les Mines;04 73 85 08 24;www.sainteloylesmines.com;Clermont Ferrand;1;1;1;0;0;0;0;1;0;0;0;1;1;1
Assistante sociale CCAS Saint Eloy les mines;place Michel duval, 63700 Saint Eloy Les Mines;04 73 85 08 24;www.sainteloylesmines.com;Clermont Ferrand;1;1;0;1;0;0;0;0;0;0;0;1;1;0
Assistante sociale CCAS Saint remy sur durolle;13 rue de l'hÙtel de ville 63550 Saint Remy sur Durolle;04 73 94 30 10;www.saintremysurdurolle.fr/ccas;Clermont Ferrand;1;1;1;0;0;0;0;1;0;0;0;1;1;1
Assistante sociale CCAS Saint remy sur durolle;13 rue de l'hÙtel de ville 63550 Saint Remy sur Durolle;04 73 94 30 10;www.saintremysurdurolle.fr/ccas;Clermont Ferrand;1;1;0;1;0;0;0;0;0;0;0;1;1;0
Assistante sociale CCAS Saint Sandoux;1 place de la mairie 63 450 Saint Sandoux;04 73 39 31 89;www.saint-sandoux.fr;Clermont Ferrand;1;1;1;0;0;0;0;1;0;0;0;1;1;1
Assistante sociale CCAS Saint Sandoux;1 place de la mairie 63 450 Saint Sandoux;04 73 39 31 89;www.saint-sandoux.fr;Clermont Ferrand;1;1;0;1;0;0;0;0;0;0;0;1;1;0
Assistante sociale CCAS Saint saturnin;Mairie de saint Saturnin, 10 place du 8 mai 63450 Saint Saturnin;04 73 39 30 77;www.saint-saturnin63.fr;Clermont Ferrand;1;1;1;0;0;0;0;1;0;0;0;1;1;1
Assistante sociale CCAS Saint saturnin;Mairie de saint Saturnin, 10 place du 8 mai 63450 Saint Saturnin;04 73 39 30 77;www.saint-saturnin63.fr;Clermont Ferrand;1;1;0;1;0;0;0;0;0;0;0;1;1;0
Assistante sociale CCAS Saint sauves d'Auvergne;Le bourg, 63950 Saint Sauves d'Auvergne;04 73 81 00 62 ;www.saint-sauves-auvergne.fr;Clermont Ferrand;1;1;1;0;0;0;0;1;0;0;0;1;1;1
Assistante sociale CCAS Saint sauves d'Auvergne;Le bourg, 63950 Saint Sauves d'Auvergne;04 73 81 00 62 ;www.saint-sauves-auvergne.fr;Clermont Ferrand;1;1;0;1;0;0;0;0;0;0;0;1;1;0
Assistante sociale CCAS Sayat;rue des mailleries 63530 Sayat;04 73 62 81 23;www.sayat.fr;Clermont Ferrand;1;1;1;0;0;0;0;1;0;0;0;1;1;1
Assistante sociale CCAS Sayat;rue des mailleries 63530 Sayat;04 73 62 81 23;www.sayat.fr;Clermont Ferrand;1;1;0;1;0;0;0;0;0;0;0;1;1;0
Assistante sociale CCAS Veyre Monton;26 rue Cheix Monton 63960 Veyre Monton;04 73 69 60 31;mairie-veyremonton.fr;Clermont Ferrand;1;1;1;0;0;0;0;1;0;0;0;1;1;1
Assistante sociale CCAS Veyre Monton;26 rue Cheix Monton 63960 Veyre Monton;04 73 69 60 31;mairie-veyremonton.fr;Clermont Ferrand;1;1;0;1;0;0;0;0;0;0;0;1;1;0
Assistante sociale CIAS de la montagne Thiernoise;Pont de selles,  63250 Celles sur durolle;04 73 51 89 93;www.celles-sur-durolle.fr/ccas/;Clermont Ferrand;1;1;1;0;0;0;0;1;0;0;0;1;1;1
Assistante sociale CIAS de la montagne Thiernoise;Pont de selles,  63250 Celles sur durolle;04 73 51 89 93;www.celles-sur-durolle.fr/ccas/;Clermont Ferrand;1;1;0;1;0;0;0;0;0;0;0;1;1;0
Assistante sociale CIAS Pays de Menat;Le mont de Menat, 63560 Menat;04 73 85 52 53;www.menat.fr;Clermont Ferrand;1;1;1;0;0;0;0;1;0;0;0;1;1;1
Assistante sociale CIAS Pays de Menat;Le mont de Menat, 63560 Menat;04 73 85 52 53;www.menat.fr;Clermont Ferrand;1;1;0;1;0;0;0;0;0;0;0;1;1;0
Assistante sociale conseil dÈpartemental ;Conseil dÈpartemental du Puy-de-DÙme 24 rue Saint-Esprit 63033 Clermont-Ferrand Cedex 1;04 73 42 24 60;www.puy-de-dome.fr/social/seniors/vivre-a-domicile.html;Clermont Ferrand;1;1;1;0;0;0;0;1;0;0;0;1;1;1
Assistante sociale conseil dÈpartemental ;Conseil dÈpartemental du Puy-de-DÙme 24 rue Saint-Esprit 63033 Clermont-Ferrand Cedex 1;04 73 42 24 60;www.puy-de-dome.fr/social/seniors/vivre-a-domicile.html;Clermont Ferrand;1;1;0;1;0;0;0;0;0;0;0;1;1;0
Assistante sociale entreprise Archevêch_;;04 73 98 01 48;;Clermont Ferrand;1;1;0;1;0;0;0;0;0;0;0;1;1;0
Assistante sociale entreprise ArchevÍchÈ;;04 73 98 01 48;;Clermont Ferrand;1;1;1;0;0;0;0;1;0;0;0;1;1;1
Assistante sociale entreprise Banque de France ;;04 73 17 41 39;;Clermont Ferrand;1;1;1;0;0;0;0;1;0;0;0;1;1;1
Assistante sociale entreprise Banque de France ;;04 73 17 41 39;;Clermont Ferrand;1;1;0;1;0;0;0;0;0;0;0;1;1;0
Assistante sociale entreprise EDF;1 rue de Chateaudun 63966 Clermont-Ferrand Cedex 9;04 73 34 52 93;;Clermont Ferrand;1;1;1;0;0;0;0;1;0;0;0;1;1;1
Assistante sociale entreprise EDF;1 rue de Chateaudun 63966 Clermont-Ferrand Cedex 9;04 73 34 52 93;;Clermont Ferrand;1;1;0;1;0;0;0;0;0;0;0;1;1;0
Assistante sociale entreprise SNCF ;;04 73 99 73 85 ;;Clermont Ferrand;1;1;1;0;0;0;0;1;0;0;0;1;1;1
Assistante sociale entreprise SNCF ;;04 73 99 73 85 ;;Clermont Ferrand;1;1;0;1;0;0;0;0;0;0;0;1;1;0
Assistante sociale entreprise SOHPEM;63 rue Henri Barbuss 63000 Clermont Ferrand;04 73 32 27 12 ;www.sohpem.fr;Clermont Ferrand;1;1;1;0;0;0;0;1;0;0;0;1;1;1
Assistante sociale entreprise SOHPEM;63 rue Henri Barbuss 63000 Clermont Ferrand;04 73 32 27 12 ;www.sohpem.fr;Clermont Ferrand;1;1;0;1;0;0;0;0;0;0;0;1;1;0
Assistante sociale Gendarmerie;;04 73 41 36 95;;Clermont Ferrand;1;1;1;0;0;0;0;1;0;0;0;1;1;1
Assistante sociale Gendarmerie;;04 73 41 36 95;;Clermont Ferrand;1;1;0;1;0;0;0;0;0;0;0;1;1;0
Assistante sociale MinistËre de la dÈfense;;04 73 99 24 72;;Clermont Ferrand;1;1;1;0;0;0;0;1;0;0;0;1;1;1
Assistante sociale MinistËre de la dÈfense;;04 73 99 24 72;;Clermont Ferrand;1;1;0;1;0;0;0;0;0;0;0;1;1;0
Assistante sociale MinistËre de l'agriculture;;04 73 42 15 09;;Clermont Ferrand;1;1;1;0;0;0;0;1;0;0;0;1;1;1
Assistante sociale MinistËre de l'agriculture;;04 73 42 15 09;;Clermont Ferrand;1;1;0;1;0;0;0;0;0;0;0;1;1;0
Assistante sociale MinistËre des finances;;04 73 36 87 71 ;;Clermont Ferrand;1;1;1;0;0;0;0;1;0;0;0;1;1;1
Assistante sociale MinistËre des finances;;04 73 36 87 71 ;;Clermont Ferrand;1;1;0;1;0;0;0;0;0;0;0;1;1;0
Association  ALMA 63;ALMA 63, BP 20370, 63010 Clermont Ferrand Cedex 1;04 73 24 38 05;;Clermont Ferrand;1;1;1;1;0;0;0;1;0;0;0;0;0;0
Association Aide et rÈpit;maison des associations 11 rue des saulÈes 63013 Clermont Ferrand cedex 1;04 73 98 07 88;www.aideetrepit.fr;Clermont Ferrand;1;0;0;1;0;1;1;0;1;0;1;0;0;1
Association Aide et rÈpit;maison des associations 11 rue des saulÈes 63013 Clermont Ferrand cedex 1;04 73 98 07 88;www.aideetrepit.fr;Clermont Ferrand;0;1;0;1;0;0;1;1;0;0;0;0;0;1
Association CARSAT Auvergne;5 rue entre les 2 villes  63100 Clermont Ferrand;04 73 66 31 55 ;;Clermont Ferrand;1;0;0;1;0;1;1;0;1;0;1;0;0;1
Association CARSAT Auvergne;5 rue entre les 2 villes  63100 Clermont Ferrand;04 73 66 31 55 ;;Clermont Ferrand;0;1;0;1;0;0;1;1;0;0;0;0;0;1
Association Centre prÈvention AGRR Bien vieillir;2 rue Pierre Boulanger 63100 Clermont Ferrand ;04 73 27 87 10;;Clermont Ferrand;1;0;0;1;0;1;1;0;1;0;1;0;0;1
Association Centre prÈvention AGRR Bien vieillir;2 rue Pierre Boulanger 63100 Clermont Ferrand ;04 73 27 87 10;;Clermont Ferrand;0;1;0;1;0;0;1;1;0;0;0;0;0;1
Association Du rÈpit pour les familles;17 impasse Massenet rÈsidence les roches bloc vendÈe 63400 ChamaliËres;04 73 35 52 03 /  06 72 13 58 94;www.durepitpourlesfamilles.fr;Clermont Ferrand;1;0;0;1;0;1;1;0;1;0;1;0;0;1
Association Du rÈpit pour les familles;17 impasse Massenet rÈsidence les roches bloc vendÈe 63400 ChamaliËres;04 73 35 52 03 /  06 72 13 58 94;www.durepitpourlesfamilles.fr;Clermont Ferrand;0;1;0;1;0;0;1;1;0;0;0;0;0;1
Association France Alzheimer;21 rue d'Alsace BP 345 63009 Clermont Ferrand cedex 1;04 73 92 18 66;;Clermont Ferrand;1;0;0;1;0;1;1;0;1;0;1;0;0;1
Association France Alzheimer;21 rue d'Alsace BP 345 63009 Clermont Ferrand cedex 1;04 73 92 18 66;;Clermont Ferrand;0;1;0;1;0;0;1;1;0;0;0;0;0;1
Association France Parkinson;9 bis rue richelieu Les jardins Richelieu 63400 ChamalËres;04 73 31 35 32;;Clermont Ferrand;1;0;0;1;0;1;1;0;1;0;1;0;0;1
Association France Parkinson;9 bis rue richelieu Les jardins Richelieu 63400 ChamalËres;04 73 31 35 32;;Clermont Ferrand;0;1;0;1;0;0;1;1;0;0;0;0;0;1
Association Plateforme accompagnement et de rÈpit ChamaliËres EHPAD des Savarounes;1 rue roc Blanc 63400 ChamaliËres;04 73 31 76 07;www.plateformederepit63.fr;Clermont Ferrand;1;0;0;1;0;1;1;0;1;0;1;0;0;1
Association Plateforme accompagnement et de rÈpit ChamaliËres EHPAD des Savarounes;1 rue roc Blanc 63400 ChamaliËres;04 73 31 76 07;www.plateformederepit63.fr;Clermont Ferrand;0;1;0;1;0;0;1;1;0;0;0;0;0;1
AudioprothÈsistes Clermont;;;www.pagesjaunes.fr/annuaire/clermont-ferrand-63/audioprothesistes;Clermont Ferrand;1;0;0;1;0;0;0;0;0;0;1;0;0;0
Auvergne basse vision ;30 bis rue Sainte Rose 63000 Clermont Ferrand ;04 73 19 10 00;www.auvisio.org;Clermont Ferrand;1;0;0;1;0;0;0;0;0;0;1;0;0;0
CLIC Clermont Ferrand ;13 rue Berteaux 6300 Clermont Ferrand;04 73 15 01 90;www.clic-agglo-clermont.fr;Clermont Ferrand;1;1;0;1;0;1;1;1;1;1;1;1;1;1
CLIC Clermont Ferrand ;13 rue Berteaux 6300 Clermont Ferrand;04 73 15 01 90;www.clic-agglo-clermont.fr;Clermont Ferrand;1;1;1;0;0;0;0;0;0;0;0;0;1;0
CSG CH Guy Thomas  Riom (COGERT :  04 73 08 00);1 Boulevard Etienne Clementel 63200 Riom;04 73 67 80 00;www.ch-Riom.fr;Clermont Ferrand;1;0;1;0;0;1;0;0;1;1;0;0;0;0
CSG CH Guy Thomas  Riom (COGERT :  04 73 08 00);1 Boulevard Etienne Clementel 63200 Riom;04 73 67 80 00;www.ch-Riom.fr;Clermont Ferrand;1;0;0;0;1;0;0;1;1;1;0;0;0;0
CSG CH Guy Thomas  Riom (COGERT :  04 73 08 00);1 Boulevard Etienne Clementel 63200 Riom;04 73 67 80 00;www.ch-Riom.fr;Clermont Ferrand;0;1;1;0;0;1;1;1;1;1;1;1;0;1
CSG CH Guy Thomas  Riom (COGERT :  04 73 08 00);1 Boulevard Etienne Clementel 63200 Riom;04 73 67 80 00;www.ch-Riom.fr;Clermont Ferrand;0;1;1;0;0;1;1;1;1;1;1;1;0;1
CSG CH Guy Thomas  Riom (COGERT :  04 73 08 00);1 Boulevard Etienne Clementel 63200 Riom;04 73 67 80 00;www.ch-Riom.fr;Clermont Ferrand;0;1;0;0;1;0;0;1;1;1;0;0;0;0
CSG CH Guy Thomas  Riom (COGERT :  04 73 08 00);1 Boulevard Etienne Clementel 63200 Riom;04 73 67 80 00;www.ch-Riom.fr;Clermont Ferrand;0;1;0;0;1;0;0;1;1;1;0;0;0;0
CSG hÙpital privÈ Chataigneraie;59 rue de la chataigneraie 63110 Beaumont;04 73 67 80 00;www.elsan.care/fr/hopital-prive-chataigneraie;Clermont Ferrand;1;0;1;0;0;1;0;0;1;1;0;0;0;0
CSG hÙpital privÈ Chataigneraie;59 rue de la chataigneraie 63110 Beaumont;04 73 67 80 00;www.elsan.care/fr/hopital-prive-chataigneraie;Clermont Ferrand;1;0;0;0;1;0;0;1;1;1;0;0;0;0
CSG hÙpital privÈ Chataigneraie;59 rue de la chataigneraie 63110 Beaumont;04 73 67 80 00;www.elsan.care/fr/hopital-prive-chataigneraie;Clermont Ferrand;0;1;1;0;0;1;1;1;1;1;1;1;0;1
CSG hÙpital privÈ Chataigneraie;59 rue de la chataigneraie 63110 Beaumont;04 73 67 80 00;www.elsan.care/fr/hopital-prive-chataigneraie;Clermont Ferrand;0;1;1;0;0;1;1;1;1;1;1;1;0;1
