Nom;Adresse;Téléphone;Site web;Zone;Trouble cognitif léger;Trouble cognitif sévère;Bilanter;Orienter - Domicile;Orienter - Structures;Troubles du comportement 3;Pas d'aidant, Epuisement de l'aidant 3;Maltraitance 3;Perte d'autonomie 2;Chute 2;Déficit sensoriel génants|1;Logement inadapté|1;Faibles ressources économiques|1;Isolement familial et géographique|1;Couleurs
Assistante sociale CCAS Riom;15 rue du docteur Ducher 63200 Riom;04 73 33 49 00;www.ville-Riom.fr;Riom;1;1;1;0;0;0;0;1;0;0;0;1;1;1;3
Assistante sociale CCAS Riom;15 rue du docteur Ducher 63200 Riom;04 73 33 49 00;www.ville-Riom.fr;Riom;1;1;0;1;0;0;0;0;0;0;0;1;1;0;3
Assistante sociale CCAS Romagnat;3 rue des four à Chaux 63540 Romagnat;04 73 62 63 00;www.ville-romagnat.fr/centre_social.aspx;Clermont Ferrand;1;1;1;0;0;0;0;1;0;0;0;1;1;1;3
Assistante sociale CCAS Romagnat;3 rue des four à Chaux 63540 Romagnat;04 73 62 63 00;www.ville-romagnat.fr/centre_social.aspx;Clermont Ferrand;1;1;0;1;0;0;0;0;0;0;0;1;1;0;3
Assistante sociale CCAS Royat;CCAS, 46 boulevard Barrieu 63130 Royat;04 73 29 50 83;www.royat.fr/fr/centre-communal-d-action-social-36.php;Clermont Ferrand;1;1;1;0;0;0;0;1;0;0;0;1;1;1;3
Assistante sociale CCAS Royat;CCAS, 46 boulevard Barrieu 63130 Royat;04 73 29 50 83;www.royat.fr/fr/centre-communal-d-action-social-36.php;Clermont Ferrand;1;1;0;1;0;0;0;0;0;0;0;1;1;0;3
Assistante sociale CCAS Saint Amand Tallende;Place du Docteur Darteyre, 63450 Saint Amant Tallende;04 73  39 30 20;www.saintamanttallende.fr;Billom;1;1;1;0;0;0;0;1;0;0;0;1;1;1;3
Assistante sociale CCAS Saint Amand Tallende;Place du Docteur Darteyre, 63450 Saint Amant Tallende;04 73  39 30 20;www.saintamanttallende.fr;Billom;1;1;0;1;0;0;0;0;0;0;0;1;1;0;3
Assistante sociale CCAS Saint Antheme;Route de Montbrison 63319 Saint Antheme;04 73 95 40 20;www.saint-antheme.fr;Ambert;1;1;1;0;0;0;0;1;0;0;0;1;1;1;3
Assistante sociale CCAS Saint Antheme;Route de Montbrison 63319 Saint Antheme;04 73 95 40 20;www.saint-antheme.fr;Ambert;1;1;0;1;0;0;0;0;0;0;0;1;1;0;3
Assistante sociale CCAS Saint Diery;Saint Diery haut 63320 Saint Diery;04 73 96 30 09;www.cc-massifdusancy.fr;Issoire;1;1;1;0;0;0;0;1;0;0;0;1;1;1;3
Assistante sociale CCAS Saint Diery;Saint Diery haut 63320 Saint Diery;04 73 96 30 09;www.cc-massifdusancy.fr;Issoire;1;1;0;1;0;0;0;0;0;0;0;1;1;0;3
Assistante sociale CCAS Saint Eloy les mines;place Michel duval, 63700 Saint Eloy Les Mines;04 73 85 08 24;www.sainteloylesmines.com;Riom;1;1;1;0;0;0;0;1;0;0;0;1;1;1;3
Assistante sociale CCAS Saint Eloy les mines;place Michel duval, 63700 Saint Eloy Les Mines;04 73 85 08 24;www.sainteloylesmines.com;Riom;1;1;0;1;0;0;0;0;0;0;0;1;1;0;3
Assistante sociale CCAS Saint remy sur durolle;13 rue de l'hotel de ville 63550 Saint Remy sur Durolle;04 73 94 30 10;www.saintremysurdurolle.fr/ccas;Thiers;1;1;1;0;0;0;0;1;0;0;0;1;1;1;3
Assistante sociale CCAS Saint remy sur durolle;13 rue de l'hotel de ville 63550 Saint Remy sur Durolle;04 73 94 30 10;www.saintremysurdurolle.fr/ccas;Thiers;1;1;0;1;0;0;0;0;0;0;0;1;1;0;3
Assistante sociale CCAS Saint Sandoux;1 place de la mairie 63 450 Saint Sandoux;04 73 39 31 89;www.saint-sandoux.fr;Billom;1;1;1;0;0;0;0;1;0;0;0;1;1;1;3
Assistante sociale CCAS Saint Sandoux;1 place de la mairie 63 450 Saint Sandoux;04 73 39 31 89;www.saint-sandoux.fr;Billom;1;1;0;1;0;0;0;0;0;0;0;1;1;0;3
Assistante sociale CCAS Saint saturnin;Mairie de saint Saturnin, 10 place du 8 mai 63450 Saint Saturnin;04 73 39 30 77;www.saint-saturnin63.fr;Billom;1;1;1;0;0;0;0;1;0;0;0;1;1;1;3
Assistante sociale CCAS Saint saturnin;Mairie de saint Saturnin, 10 place du 8 mai 63450 Saint Saturnin;04 73 39 30 77;www.saint-saturnin63.fr;Billom;1;1;0;1;0;0;0;0;0;0;0;1;1;0;3
Assistante sociale CCAS Saint sauves d'Auvergne;Le bourg, 63950 Saint Sauves d'Auvergne;04 73 81 00 62 ;www.saint-sauves-auvergne.fr;Le Mont Dore;1;1;1;0;0;0;0;1;0;0;0;1;1;1;3
Assistante sociale CCAS Saint sauves d'Auvergne;Le bourg, 63950 Saint Sauves d'Auvergne;04 73 81 00 62 ;www.saint-sauves-auvergne.fr;Le Mont Dore;1;1;0;1;0;0;0;0;0;0;0;1;1;0;3
Assistante sociale CCAS Sayat;rue des mailleries 63530 Sayat;04 73 62 81 23;www.sayat.fr;Riom;1;1;1;0;0;0;0;1;0;0;0;1;1;1;3
Assistante sociale CCAS Sayat;rue des mailleries 63530 Sayat;04 73 62 81 23;www.sayat.fr;Riom;1;1;0;1;0;0;0;0;0;0;0;1;1;0;3
Assistante sociale CCAS Thiers;14 rue pasteur 63300 Thiers;04 73 80 69 44;www.ville-thiers.fr/le-ccas.fr;Thiers;1;1;1;0;0;0;0;1;0;0;0;1;1;1;3
Assistante sociale CCAS Thiers;14 rue pasteur 63300 Thiers;04 73 80 69 44;www.ville-thiers.fr/le-ccas.fr;Thiers;1;1;0;1;0;0;0;0;0;0;0;1;1;0;3
Assistante sociale CCAS Veyre Monton;26 rue Cheix Monton 63960 Veyre Monton;04 73 69 60 31;mairie-veyremonton.fr;Billom;1;1;1;0;0;0;0;1;0;0;0;1;1;1;3
Assistante sociale CCAS Veyre Monton;26 rue Cheix Monton 63960 Veyre Monton;04 73 69 60 31;mairie-veyremonton.fr;Billom;1;1;0;1;0;0;0;0;0;0;0;1;1;0;3
Assistante sociale CIAS d'Ambert;13 boulevard de l'Europe 63600 Ambert;04 73 82 27 63;www.ambertlivradoisforez.fr;Ambert;1;1;1;0;0;0;0;1;0;0;0;1;1;1;3
Assistante sociale CIAS d'Ambert;13 boulevard de l'Europe 63600 Ambert;04 73 82 27 63;www.ambertlivradoisforez.fr;Ambert;1;1;0;1;0;0;0;0;0;0;0;1;1;0;3
Assistante sociale CIAS de la montagne Thiernoise;Pont de selles,  63250 Celles sur durolle;04 73 51 89 93;www.celles-sur-durolle.fr/ccas/;Thiers;1;1;1;0;0;0;0;1;0;0;0;1;1;1;3
Assistante sociale CIAS de la montagne Thiernoise;Pont de selles,  63250 Celles sur durolle;04 73 51 89 93;www.celles-sur-durolle.fr/ccas/;Thiers;1;1;0;1;0;0;0;0;0;0;0;1;1;0;3
Assistante sociale CIAS Pays de Menat;Le mont de Menat, 63560 Menat;04 73 85 52 53;www.menat.fr;Riom;1;1;1;0;0;0;0;1;0;0;0;1;1;1;3
Assistante sociale CIAS Pays de Menat;Le mont de Menat, 63560 Menat;04 73 85 52 53;www.menat.fr;Riom;1;1;0;1;0;0;0;0;0;0;0;1;1;0;3
Assistante sociale conseil départemental ;Conseil départemental du Puy-de-Dôme 24 rue Saint-Esprit 63033 Clermont-Ferrand Cedex 1;04 73 42 24 60;www.puy-de-dome.fr/social/seniors/vivre-a-domicile.html;Ambert;1;1;1;0;0;0;0;1;0;0;0;1;1;1;3
Assistante sociale conseil départemental ;Conseil départemental du Puy-de-Dôme 24 rue Saint-Esprit 63033 Clermont-Ferrand Cedex 1;04 73 42 24 60;www.puy-de-dome.fr/social/seniors/vivre-a-domicile.html;Ambert;1;1;0;1;0;0;0;0;0;0;0;1;1;0;3
Assistante sociale conseil départemental ;Conseil départemental du Puy-de-DÙme 24 rue Saint-Esprit 63033 Clermont-Ferrand Cedex 1;04 73 42 24 60;www.puy-de-dome.fr/social/seniors/vivre-a-domicile.html;Billom;1;1;1;0;0;0;0;1;0;0;0;1;1;1;3
Assistante sociale conseil départemental ;Conseil départemental du Puy-de-DÙme 24 rue Saint-Esprit 63033 Clermont-Ferrand Cedex 1;04 73 42 24 60;www.puy-de-dome.fr/social/seniors/vivre-a-domicile.html;Billom;1;1;0;1;0;0;0;0;0;0;0;1;1;0;3
Assistante sociale conseil départemental ;Conseil départemental du Puy-de-Dôme 24 rue Saint-Esprit 63033 Clermont-Ferrand Cedex 1;04 73 42 24 60;www.puy-de-dome.fr/social/seniors/vivre-a-domicile.html;Clermont Ferrand;1;1;1;0;0;0;0;1;0;0;0;1;1;1;3
Assistante sociale conseil départemental ;Conseil départemental du Puy-de-Dôme 24 rue Saint-Esprit 63033 Clermont-Ferrand Cedex 1;04 73 42 24 60;www.puy-de-dome.fr/social/seniors/vivre-a-domicile.html;Clermont Ferrand;1;1;0;1;0;0;0;0;0;0;0;1;1;0;3
Assistante sociale conseil départemental ;Conseil départemental du Puy-de-Dôme 24 rue Saint-Esprit 63033 Clermont-Ferrand Cedex 1;04 73 42 24 60;www.puy-de-dome.fr/social/seniors/vivre-a-domicile.html;Issoire;1;1;1;0;0;0;0;1;0;0;0;1;1;1;3
Assistante sociale conseil départemental ;Conseil départemental du Puy-de-Dôme 24 rue Saint-Esprit 63033 Clermont-Ferrand Cedex 1;04 73 42 24 60;www.puy-de-dome.fr/social/seniors/vivre-a-domicile.html;Issoire;1;1;0;1;0;0;0;0;0;0;0;1;1;0;3
Assistante sociale conseil départemental ;Conseil départemental du Puy-de-Dôme 24 rue Saint-Esprit 63033 Clermont-Ferrand Cedex 1;04 73 42 24 60;www.puy-de-dome.fr/social/seniors/vivre-a-domicile.html;Riom;1;1;1;0;0;0;0;1;0;0;0;1;1;1;3
Assistante sociale conseil départemental ;Conseil départemental du Puy-de-Dôme 24 rue Saint-Esprit 63033 Clermont-Ferrand Cedex 1;04 73 42 24 60;www.puy-de-dome.fr/social/seniors/vivre-a-domicile.html;Riom;1;1;0;1;0;0;0;0;0;0;0;1;1;0;3
Assistante sociale conseil départemental ;Conseil départemental du Puy-de-Dôme 24 rue Saint-Esprit 63033 Clermont-Ferrand Cedex 1;04 73 42 24 60;www.puy-de-dome.fr/social/seniors/vivre-a-domicile.html;Thiers;1;1;1;0;0;0;0;1;0;0;0;1;1;1;3
Assistante sociale conseil départemental ;Conseil départemental du Puy-de-Dôme 24 rue Saint-Esprit 63033 Clermont-Ferrand Cedex 1;04 73 42 24 60;www.puy-de-dome.fr/social/seniors/vivre-a-domicile.html;Thiers;1;1;0;1;0;0;0;0;0;0;0;1;1;0;3
Assistante sociale conseil dÈpartemental ;Conseil départemental du Puy-de-Dôme 24 rue Saint-Esprit 63033 Clermont-Ferrand Cedex 1;04 73 42 24 60;www.puy-de-dome.fr/social/seniors/vivre-a-domicile.html;Le Mont Dore;1;1;1;0;0;0;0;1;0;0;0;1;1;1;3
Assistante sociale conseil dÈpartemental ;Conseil départemental du Puy-de-Dôme 24 rue Saint-Esprit 63033 Clermont-Ferrand Cedex 1;04 73 42 24 60;www.puy-de-dome.fr/social/seniors/vivre-a-domicile.html;Le Mont Dore;1;1;0;1;0;0;0;0;0;0;0;1;1;0;3
Assistante sociale entreprise Archevêché;;04 73 98 01 48;;Clermont Ferrand;1;1;0;1;0;0;0;0;0;0;0;1;1;0;3
Assistante sociale entreprise Archevêché;;04 73 98 01 48;;Clermont Ferrand;1;1;1;0;0;0;0;1;0;0;0;1;1;1;3
Assistante sociale entreprise Banque de France ;;04 73 17 41 39;;Clermont Ferrand;1;1;1;0;0;0;0;1;0;0;0;1;1;1;3
Assistante sociale entreprise Banque de France ;;04 73 17 41 39;;Clermont Ferrand;1;1;0;1;0;0;0;0;0;0;0;1;1;0;3
Assistante sociale entreprise EDF;1 rue de Chateaudun 63966 Clermont-Ferrand Cedex 9;04 73 34 52 93;;Clermont Ferrand;1;1;1;0;0;0;0;1;0;0;0;1;1;1;3
Assistante sociale entreprise EDF;1 rue de Chateaudun 63966 Clermont-Ferrand Cedex 9;04 73 34 52 93;;Clermont Ferrand;1;1;0;1;0;0;0;0;0;0;0;1;1;0;3
Assistante sociale entreprise SNCF ;;04 73 99 73 85 ;;Clermont Ferrand;1;1;1;0;0;0;0;1;0;0;0;1;1;1;3
Assistante sociale entreprise SNCF ;;04 73 99 73 85 ;;Clermont Ferrand;1;1;0;1;0;0;0;0;0;0;0;1;1;0;3
Assistante sociale entreprise SOHPEM;63 rue Henri Barbuss 63000 Clermont Ferrand;04 73 32 27 12 ;www.sohpem.fr;Clermont Ferrand;1;1;1;0;0;0;0;1;0;0;0;1;1;1;3
Assistante sociale entreprise SOHPEM;63 rue Henri Barbuss 63000 Clermont Ferrand;04 73 32 27 12 ;www.sohpem.fr;Clermont Ferrand;1;1;0;1;0;0;0;0;0;0;0;1;1;0;3
Assistante sociale Gendarmerie;;04 73 41 36 95;;Clermont Ferrand;1;1;1;0;0;0;0;1;0;0;0;1;1;1;3
Assistante sociale Gendarmerie;;04 73 41 36 95;;Clermont Ferrand;1;1;0;1;0;0;0;0;0;0;0;1;1;0;3
Assistante sociale Ministère de l'agriculture;;04 73 42 15 09;;Clermont Ferrand;1;1;1;0;0;0;0;1;0;0;0;1;1;1;3
Assistante sociale Ministère de l'agriculture;;04 73 42 15 09;;Clermont Ferrand;1;1;0;1;0;0;0;0;0;0;0;1;1;0;3
Assistante sociale Ministère de la défense;;04 73 99 24 72;;Clermont Ferrand;1;1;1;0;0;0;0;1;0;0;0;1;1;1;3
Assistante sociale Ministère de la défense;;04 73 99 24 72;;Clermont Ferrand;1;1;0;1;0;0;0;0;0;0;0;1;1;0;3
Assistante sociale Ministère de la défense;;04 73 55 74 80;;Issoire;1;1;1;0;0;0;0;1;0;0;0;1;1;1;3
Assistante sociale Ministère de la défense;;04 73 55 74 80;;Issoire;1;1;0;1;0;0;0;0;0;0;0;1;1;0;3
Assistante sociale Ministère des finances;;04 73 36 87 71 ;;Clermont Ferrand;1;1;1;0;0;0;0;1;0;0;0;1;1;1;3
Assistante sociale Ministère des finances;;04 73 36 87 71 ;;Clermont Ferrand;1;1;0;1;0;0;0;0;0;0;0;1;1;0;3
Association  ALMA 63;ALMA 63, BP 20370, 63010 Clermont Ferrand Cedex 1;04 73 24 38 05;;Ambert;1;1;1;1;0;0;0;1;0;0;0;0;0;0;19
Association  ALMA 63;ALMA 63, BP 20370, 63010 Clermont Ferrand Cedex 1;04 73 24 38 05;;Billom;1;1;1;1;0;0;0;1;0;0;0;0;0;0;19
Association  ALMA 63;ALMA 63, BP 20370, 63010 Clermont Ferrand Cedex 1;04 73 24 38 05;;Clermont Ferrand;1;1;1;1;0;0;0;1;0;0;0;0;0;0;19
Association  ALMA 63;ALMA 63, BP 20370, 63010 Clermont Ferrand Cedex 1;04 73 24 38 05;;Issoire;1;1;1;1;0;0;0;1;0;0;0;0;0;0;19
Association  ALMA 63;ALMA 63, BP 20370, 63010 Clermont Ferrand Cedex 1;04 73 24 38 05;;Le Mont Dore;1;1;1;1;0;0;0;1;0;0;0;0;0;0;19
Association  ALMA 63;ALMA 63, BP 20370, 63010 Clermont Ferrand Cedex 1;04 73 24 38 05;;Riom;1;1;1;1;0;0;0;1;0;0;0;0;0;0;19
Association  ALMA 63;ALMA 63, BP 20370, 63010 Clermont Ferrand Cedex 1;04 73 24 38 05;;Thiers;1;1;1;1;0;0;0;1;0;0;0;0;0;0;19
Association Aide et répit;maison des associations 11 rue des saulées 63013 Clermont Ferrand cedex 1;04 73 98 07 88;www.aideetrepit.fr;Clermont Ferrand;1;0;0;1;0;1;1;0;1;0;1;0;0;1;14
Association Aide et répit;maison des associations 11 rue des saulées 63013 Clermont Ferrand cedex 1;04 73 98 07 88;www.aideetrepit.fr;Clermont Ferrand;0;1;0;1;0;0;1;1;0;0;0;0;0;1;14
Association Aide et repit Combrailles : plateforme d'Accompagnement et de r_pit (PFAR);Rue du général Desaix BP 25 63390 Saint Gervais d'Auvergne;07 50 65 60 72;www.ssiad-esa-combrailles.fr;Riom;1;0;0;1;0;1;1;0;1;0;1;0;0;1;14
Association Aide et repit Combrailles : plateforme d'Accompagnement et de r_pit (PFAR);Rue du général Desaix BP 25 63390 Saint Gervais d'Auvergne;07 50 65 60 72;www.ssiad-esa-combrailles.fr;Riom;0;1;0;1;0;0;1;1;0;0;0;0;0;1;14
Association CARSAT Auvergne;5 rue entre les 2 villes  63100 Clermont Ferrand;04 73 66 31 55 ;;Clermont Ferrand;1;0;0;1;0;1;1;0;1;0;1;0;0;1;14
Association CARSAT Auvergne;5 rue entre les 2 villes  63100 Clermont Ferrand;04 73 66 31 55 ;;Clermont Ferrand;0;1;0;1;0;0;1;1;0;0;0;0;0;1;14
Association Centre prévention AGRR Bien vieillir;2 rue Pierre Boulanger 63100 Clermont Ferrand ;04 73 27 87 10;;Clermont Ferrand;1;0;0;1;0;1;1;0;1;0;1;0;0;1;14
Association Centre prévention AGRR Bien vieillir;2 rue Pierre Boulanger 63100 Clermont Ferrand ;04 73 27 87 10;;Clermont Ferrand;0;1;0;1;0;0;1;1;0;0;0;0;0;1;14
Association Du répit pour les familles;17 impasse Massenet résidence les roches bloc vendée 63400 ChamaliËres;04 73 35 52 03 /  06 72 13 58 94;www.durepitpourlesfamilles.fr;Clermont Ferrand;1;0;0;1;0;1;1;0;1;0;1;0;0;1;14
Association Du répit pour les familles;17 impasse Massenet résidence les roches bloc vendée 63400 ChamaliËres;04 73 35 52 03 /  06 72 13 58 94;www.durepitpourlesfamilles.fr;Clermont Ferrand;0;1;0;1;0;0;1;1;0;0;0;0;0;1;14
Association France Alzheimer;21 rue d'Alsace BP 345 63009 Clermont Ferrand cedex 1;04 73 92 18 66;;Clermont Ferrand;1;0;0;1;0;1;1;0;1;0;1;0;0;1;14
Association France Alzheimer;21 rue d'Alsace BP 345 63009 Clermont Ferrand cedex 1;04 73 92 18 66;;Clermont Ferrand;0;1;0;1;0;0;1;1;0;0;0;0;0;1;14
Association France Parkinson;9 bis rue richelieu Les jardins Richelieu 63400 Chamalières;04 73 31 35 32;;Clermont Ferrand;1;0;0;1;0;1;1;0;1;0;1;0;0;1;14
Association France Parkinson;9 bis rue richelieu Les jardins Richelieu 63400 Chamalières;04 73 31 35 32;;Clermont Ferrand;0;1;0;1;0;0;1;1;0;0;0;0;0;1;14
Association Plateforme accompagnement et de rÈpit ChamaliËres EHPAD des Savarounes;1 rue roc Blanc 63400 Chamalières;04 73 31 76 07;www.plateformederepit63.fr;Clermont Ferrand;1;0;0;1;0;1;1;0;1;0;1;0;0;1;14
Association Plateforme accompagnement et de rÈpit ChamaliËres EHPAD des Savarounes;1 rue roc Blanc 63400 Chamalières;04 73 31 76 07;www.plateformederepit63.fr;Clermont Ferrand;0;1;0;1;0;0;1;1;0;0;0;0;0;1;14
Audioprothésiste Ambert;;;www.pagesjaunes.fr/annuaire/ambert-63/audioprothesistes;Ambert;1;0;0;1;0;0;0;0;0;0;1;0;0;0;4
Audioprothésiste Issoire;;;www.pagesjaunes.fr/annuaire/issoire-63/audioprothesistes;Issoire;1;0;0;1;0;0;0;0;0;0;1;0;0;0;4
Audioprothésiste Le Mont Dore;;;;Le Mont Dore;1;0;0;1;0;0;0;0;0;0;1;0;0;0;4
Audioprothésiste Riom;;;www.pagesjaunes.fr/annuaire/Riom-63/audioprothesistes;Riom;1;0;0;1;0;0;0;0;0;0;1;0;0;0;4
Audioprothésistes Billom;;;www.pagesjaunes.fr/annuaire/billom-63/audioprothesistes;Billom;1;0;0;1;0;0;0;0;0;0;1;0;0;0;4
Audioprothésistes Clermont;;;www.pagesjaunes.fr/annuaire/clermont-ferrand-63/audioprothesistes;Clermont Ferrand;1;0;0;1;0;0;0;0;0;0;1;0;0;0;4
Audioprothésistes Thiers;;;www.pagesjaunes.fr/annuaire/thiers-63/audioprothesistes;Thiers;1;0;0;1;0;0;0;0;0;0;1;0;0;0;4
Auvergne basse vision ;30 bis rue Sainte Rose 63000 Clermont Ferrand ;04 73 19 10 00;www.auvisio.org;Clermont Ferrand;1;0;0;1;0;0;0;0;0;0;1;0;0;0;4
CLIC Clermont Ferrand ;13 rue Berteaux 6300 Clermont Ferrand;04 73 15 01 90;www.clic-agglo-clermont.fr;Clermont Ferrand;1;1;0;1;0;1;1;1;1;1;1;1;1;1;5
CLIC Clermont Ferrand ;13 rue Berteaux 6300 Clermont Ferrand;04 73 15 01 90;www.clic-agglo-clermont.fr;Clermont Ferrand;1;1;1;0;0;0;0;0;0;0;0;0;1;0;5
CLIC D'Ambert;13 boulevard de l'Europe 63600 Ambert;04 73 82 96 67;www.cliclivradoisforez.org;Ambert;1;1;0;1;0;1;1;1;1;1;1;1;1;1;5
CLIC D'Ambert;13 boulevard de l'Europe 63600 Ambert;04 73 82 96 67;www.cliclivradoisforez.org;Ambert;1;1;1;0;0;0;0;0;0;0;0;0;1;0;5
CLIC de Billom;21 rue saint loup 63160 Billom;04 73 60 48 85;www.clic-billom.fr;Billom;1;1;0;1;0;1;1;1;1;1;1;1;1;1;5
CLIC de Billom;21 rue saint loup 63160 Billom;04 73 60 48 85;www.clic-billom.fr;Billom;1;1;1;0;0;0;0;0;0;0;0;0;1;0;5
CLIC Issoire;11 rue espagnon 63500 Issoire;04 73 89 67 38;www.personnes-agee-aide-issoire.fr;Issoire;1;1;0;1;0;1;1;1;1;1;1;1;1;1;5
CLIC Issoire;11 rue espagnon 63500 Issoire;04 73 89 67 38;www.personnes-agee-aide-issoire.fr;Issoire;1;1;1;0;0;0;0;0;0;0;0;0;1;0;5
CLIC Mont Dore;maison des services de santé, ancienne poste 63200 Riom;04 73 65 20 89;www.clicmontdore.com;Le Mont Dore;1;1;0;1;0;1;1;1;1;1;1;1;1;1;5
CLIC Mont Dore;maison des services de santé, ancienne poste 63200 Riom;04 73 65 20 89;www.clicmontdore.com;Le Mont Dore;1;1;1;0;0;0;0;0;0;0;0;0;1;0;5
CLIC Riom;73 rue lafayette 63200 Riom;04 73 33 17 64;www.clic-Riom.fr;Riom;1;1;0;1;0;1;1;1;1;1;1;1;1;1;5
CLIC Riom;73 rue lafayette 63200 Riom;04 73 33 17 64;www.clic-Riom.fr;Riom;1;1;1;0;0;0;0;0;0;0;0;0;1;0;5
CLIC Thiers;4 place des hirondelles 63300 Thiers;04 73 51 64 85;www.clic-thiers.com;Thiers;1;1;0;1;0;1;1;1;1;1;1;1;1;1;5
CLIC Thiers;4 place des hirondelles 63300 Thiers;04 73 51 64 85;www.clic-thiers.com;Thiers;1;1;1;0;0;0;0;0;0;0;0;0;1;0;5
Consultation mémoire CEGERM ;Boulevard Etienne Clémentel 63200 Riom;04 73 67 86 51;www.ch-Riom.fr/;Clermont;1;1;1;0;0;1;1;1;1;1;1;1;1;1;6
Consultation mémoire CEGERM ;Boulevard Etienne Clémentel 63200 Riom;04 73 67 86 51;www.ch-Riom.fr/;Riom;1;1;1;0;0;1;1;1;1;1;1;1;1;1;6
Consultation mémoire CH Ambert;14 avenue Georges Clémenceau 63600 Ambert;04 73 82 73 93;www.ch-ambert.fr/;Ambert;1;1;1;0;0;1;1;1;1;1;1;1;1;1;6
Consultation mémoire CH Issoire;Pôle Gériatrique CEOG, 13 rue du Docteur Sauvat 63500_Issoire;04 73 09 72 88;www.ch-issoire.fr/;Issoire;1;1;1;0;0;1;1;1;1;1;1;1;1;1;6
Consultation mémoire CH Le Mont Dore;2 Rue du Cap Chazotte, 63240 Mont-Dore;04 73 65 33 41;www.hopital-montdore.com;Le Mont Dore;1;1;1;0;0;1;1;1;1;1;1;1;1;1;6
Consultation mémoire CH Thiers;Point Santé, route de Fau 63300 Thiers;04 73 51 10 44;www.ch-thiers.fr;Thiers;1;1;1;0;0;1;1;1;1;1;1;1;1;1;6
Consultation mémoire Clinique la Chataigneraie;59 Rue de la Châtaigneraie, 63110 Beaumont;0 826 88 63 88;www.elsan.care/fr/hopital-prive-chataigneraie;Clermont;1;1;1;0;0;1;1;1;1;1;1;1;1;1;6
Consultation mémoire CMP A;Service de psychiatrie CMP A, 58 rue Montalembert 63000 Clermont-Ferrand;04 73 75 49 79 ;www.chu-clermontferrand.fr/;Clermont;1;1;1;0;0;1;1;1;1;1;1;1;1;1;6
Consultation mémoire Courpière;EHPAD Les Papillons d'Or, 32 avenue de Thiers 63120 CourpiËre;04 73 53 29 60;www.ehpadlespapillonsdor.com/;Thiers;1;1;1;0;0;1;1;1;1;1;1;1;1;1;6
Consultation mémoire neurologues; 58 rue Montalembert 63000 Clermont-Ferrand;04 73 75 11 51 ;www.chu-clermontferrand.fr/;Clermont;1;1;1;0;0;1;1;1;1;1;1;1;1;1;6
Consultation mémoire PSR;105 Avenue de la RÈpublique, 63050 Clermont-Ferrand;0 826 30 44 99;www.psr.groupe-elsan.com/nos-praticiens/;Clermont;1;1;1;0;0;1;1;1;1;1;1;1;1;1;6
CSG Centre Hospitalier Ambert ;14 avenue georges clémenceau 63600 Ambert;04 73 82 73 82;www.ch-ambert.fr;Ambert;1;0;1;0;0;1;0;0;1;1;0;0;0;0;7
CSG Centre Hospitalier Ambert ;14 avenue georges clémenceau 63600 Ambert;04 73 82 73 82;www.ch-ambert.fr;Ambert;1;0;0;0;1;0;0;1;1;1;0;0;0;0;7
CSG Centre Hospitalier Ambert ;14 avenue georges clémenceau 63600 Ambert;04 73 82 73 82;www.ch-ambert.fr;Ambert;0;1;1;0;0;1;1;1;1;1;1;1;0;1;7
CSG Centre Hospitalier Ambert ;14 avenue georges clémenceau 63600 Ambert;04 73 82 73 82;www.ch-ambert.fr;Ambert;0;1;0;0;1;0;0;1;1;1;0;0;0;0;7
CSG Centre hospitalier de Thiers;Route de Fau 63300 Thiers;04 73 51 10 00;www.ch-thiers.fr;Thiers;1;0;1;0;0;1;0;0;1;1;0;0;0;0;7
CSG Centre hospitalier de Thiers;Route de Fau 63300 Thiers;04 73 51 10 00;www.ch-thiers.fr;Thiers;1;0;0;0;1;0;0;1;1;1;0;0;0;0;7
CSG Centre hospitalier de Thiers;Route de Fau 63300 Thiers;04 73 51 10 00;www.ch-thiers.fr;Thiers;0;1;1;0;0;1;1;1;1;1;1;1;0;1;7
CSG Centre hospitalier de Thiers;Route de Fau 63300 Thiers;04 73 51 10 00;www.ch-thiers.fr;Thiers;0;1;0;0;1;0;0;1;1;1;0;0;0;0;7
CSG CH Guy Thomas  Riom (COGERT :  04 73 08 00);1 Boulevard Etienne Clementel 63200 Riom;04 73 67 80 00;www.ch-Riom.fr;Clermont Ferrand;1;0;1;0;0;1;0;0;1;1;0;0;0;0;7
CSG CH Guy Thomas  Riom (COGERT :  04 73 08 00);1 Boulevard Etienne Clementel 63200 Riom;04 73 67 80 00;www.ch-Riom.fr;Clermont Ferrand;1;0;0;0;1;0;0;1;1;1;0;0;0;0;7
CSG CH Guy Thomas  Riom (COGERT :  04 73 08 00);1 Boulevard Etienne Clementel 63200 Riom;04 73 67 80 00;www.ch-Riom.fr;Clermont Ferrand;0;1;1;0;0;1;1;1;1;1;1;1;0;1;7
CSG CH Guy Thomas  Riom (COGERT :  04 73 08 00);1 Boulevard Etienne Clementel 63200 Riom;04 73 67 80 00;www.ch-Riom.fr;Clermont Ferrand;0;1;0;0;1;0;0;1;1;1;0;0;0;0;7
CSG CH Guy Thomas  Riom (COGERT :  04 73 08 00);1 Boulevard Etienne Clementel 63200 Riom;04 73 67 80 00;www.ch-Riom.fr;Riom;1;0;1;0;0;1;0;0;1;1;0;0;0;0;7
